Date,Open,High,Low,Close,Volume
2015-03-06,387.37851333107693,395.7577387968614,384.0336805670967,391.21046620179715,9836606
2015-03-09,396.21405268325447,401.84489125904037,390.2802248997513,397.648551665789,8816874
2015-03-10,403.5535076695698,405.06453032374793,395.94730751793514,399.93673052438004,2538359
2015-03-11,388.3389141526723,393.26207693920395,384.39019055313105,389.60012482991016,10211981
2015-03-12,394.67483576100847,397.5749018718652,390.7730867448755,391.7278322287819,15109318
2015-03-13,385.3217157534631,393.95365129015045,381.63518153721463,389.7001572240612,5208136
2015-03-16,389.13553322713517,393.85474809033576,382.5329439977448,385.9770281691807,16768178
2015-03-17,386.67410215645714,390.2026712229229,381.8914884872102,389.7500093286075,23680001
2015-03-18,398.11883117141093,404.2733954390626,395.23219305904274,396.01134043686346,10932770
2015-03-19,402.5738027536262,408.4301531793367,399.67820214454315,401.78090956552666,14822051
2015-03-20,402.0749077953222,405.2751994373702,391.17758759307384,396.9642544142102,23841395
2015-03-23,394.0247897960928,396.1542478268625,392.46444458717815,395.36123906332733,18293749
2015-03-24,392.38868672044185,403.6630810728415,387.7645943444318,397.5629866172066,7882843
2015-03-25,397.7967925297397,411.34776550721966,396.1040381828214,403.6191339239564,13857062
2015-03-26,404.89196572179833,407.14433127142706,399.2100047601743,400.96024704114393,14705515
2015-03-27,400.3810852827012,403.24259595129416,393.5182268056236,400.0841951521407,19759423
2015-03-30,396.93562090827925,398.7188323141183,391.0556858622902,393.684838604574,16529720
2015-03-31,383.7749428793507,391.4846255864273,378.21873231169775,386.85712333165293,15080733
2015-04-01,389.98330342507415,393.3486955403498,384.38796366615395,391.80420863991355,16024437
2015-04-02,394.3711049376029,403.1171510746399,388.7042340908359,400.009999431897,22098669
2015-04-03,405.3533211328436,411.1268687153266,397.3333839783766,399.8179339011695,17548514
2015-04-06,408.12129666869555,412.8727279295063,399.727966964904,406.07628140906587,23858544
2015-04-07,413.8319277818794,417.2844401218771,400.3592813058184,408.52270436203474,19556089
2015-04-08,401.96671245224013,408.4517821399175,399.3899049289582,404.8146269828221,19243764
2015-04-09,408.6138024893121,413.3864553300181,400.43154060561517,407.25198916756864,6518633
2015-04-10,419.12432267956734,419.5901499542116,409.3816291414771,416.891867127655,24826871
2015-04-13,414.6359642333555,417.9567977737386,408.21441673667454,416.9179684828865,4596057
2015-04-14,431.4118289647926,439.0667587350262,421.49577325384377,426.95304007970043,18897242
2015-04-15,415.93746556160573,416.9688660246868,405.93417088177756,410.43158985737284,7295986
2015-04-16,420.5378354926314,426.60588876303075,407.77517230537904,415.7378700849644,10240786
2015-04-17,419.5175023074028,427.2704899497661,415.88072931786036,416.53014424821254,7324107
2015-04-20,412.1419022779932,417.4606776043138,409.5063364231925,414.9118787124491,2446295
2015-04-21,413.00823994931665,419.07412447829523,407.284229579882,415.73191538244345,13166148
2015-04-22,409.1971019507723,414.029517872402,397.9589975405498,403.5869170543484,17323951
2015-04-23,396.58591547173586,409.644574180337,392.03402465611816,402.4992187049433,15336989
2015-04-24,407.5211193638467,415.2217224490637,401.6165713241203,404.89678120151416,5229198
2015-04-27,416.6779302273333,422.9496421439696,406.98501678701143,414.11563739532596,4865530
2015-04-28,412.6580445693382,413.7498450954793,404.3977272750089,411.14474975101206,19871742
2015-04-29,412.38080334524165,418.036164384791,404.9135086537389,406.40531810031047,22634027
2015-04-30,401.3127006562298,407.14029903981327,395.24037539879043,403.59041032756494,4375521
2015-05-01,407.40893523992634,413.4448163440441,402.20375848199143,409.37427731823306,23976147
2015-05-04,406.4388913133154,412.4346703897774,405.03837002456976,411.6386356036415,6274015
2015-05-05,407.91336682378534,410.5065315577245,404.8947298993646,408.6145722728671,4238275
2015-05-06,409.0521884494718,418.60590064656355,403.5269265296965,412.00566930587894,5925300
2015-05-07,410.9130729671807,416.8266185433318,408.0326920529165,412.85282021786816,8557049
2015-05-08,423.3057117307616,426.1552290905157,410.8739013264903,419.0991491519701,23930119
2015-05-11,420.3581220557242,423.84556537632415,412.43808166820764,414.93716082690867,22607494
2015-05-12,409.25158445347523,420.26673686502954,404.8534824028808,413.1467351111089,7924381
2015-05-13,409.3928204329589,417.22404501631496,407.5302717475475,410.96465010302063,2233597
2015-05-14,407.36115577581495,409.87620051528427,401.4406049438093,402.1894352643876,21422564
2015-05-15,398.90345897551265,405.5238418485303,397.9420946347952,404.21719563059025,6561295
2015-05-18,401.07700201727204,408.3927320819231,399.9844826326219,406.0425713983456,21781710
2015-05-19,402.20692509704054,413.83192544647596,398.07675435406156,406.31734115744223,21652996
2015-05-20,406.28859046198096,411.1844443264525,399.800944229611,405.13137925759565,6113942
2015-05-21,392.6127935459769,401.19180813323595,388.2295352159187,396.77329157183425,4897596
2015-05-22,400.04763721697674,404.9808160119514,391.78890454563714,394.5078431073087,4114564
2015-05-25,392.0887118207926,395.8403722464974,390.8324430265082,392.716494342425,5110806
2015-05-26,388.2437908444647,394.5857661298437,381.9883815227174,388.2261114891405,7615054
2015-05-27,384.5745730784302,391.76022914576066,383.5922427133215,387.5198172858512,16442577
2015-05-28,389.76114185683076,391.3564218716221,388.00270500229647,390.1009948893272,10656408
2015-05-29,403.32172888000673,404.7140912252859,400.80948282856195,401.37210043538755,24160135
2015-06-01,405.6981832440439,410.242134254775,401.34517200129153,402.6639836470348,4575326
2015-06-02,407.54156953069236,415.2012457365406,398.5232043614237,404.46117603199724,11846164
2015-06-03,405.196825097484,407.97594463617156,396.98097687398274,404.252195497993,3667349
2015-06-04,397.62543488608975,404.5923423439369,385.8403449327433,392.859734668647,8138695
2015-06-05,396.6808666328033,402.8364873894499,387.2546509957411,392.93920699833797,5589974
2015-06-08,396.5646568132045,398.8284209411506,390.2516676111389,393.5299726865105,6344899
2015-06-09,402.86301027108817,408.99671627423356,400.96233731374724,408.3064846888214,12535517
2015-06-10,401.346792064972,408.56901581640005,400.1771695171119,407.37333513981775,2784402
2015-06-11,405.92815080095147,415.53735358858563,402.6203698845164,409.46039433913654,15881983
2015-06-12,411.5017265459631,413.4743526694205,401.34683033542956,409.4928741520643,24768982
2015-06-15,401.4876395419163,405.8023682856745,394.87916052449617,402.5600899478073,11377500
2015-06-16,408.5029169902022,414.0175514365437,401.1068891087129,409.7024488268596,17471958
2015-06-17,419.352439907446,425.5521024311339,409.1397566344958,414.5693023688394,10767584
2015-06-18,424.7180795567536,426.0565332423914,415.34064194029423,419.73710738681723,7405747
2015-06-19,419.348584772803,423.0057077196698,406.319706247508,414.26339475470826,17405230
2015-06-22,420.8656827756621,427.5527167604221,415.2349551232437,423.22884779242577,16770091
2015-06-23,416.9594840167896,421.6609999979882,407.70297626076564,414.58322794986873,6242546
2015-06-24,415.6144758831226,425.40688290648615,412.4118891976366,418.4814945110336,19236315
2015-06-25,428.46838501878995,434.3257518098734,423.67861193198587,432.48256056697613,13649024
2015-06-26,422.28281599279256,433.28596214942667,417.81127815734203,426.31620480990944,5637310
2015-06-29,420.94724544204735,428.9416311729231,415.9489784545529,422.95066604964455,13011831
2015-06-30,422.9460547828083,428.73685732570027,422.1696842192051,423.83665061782295,4125542
2015-07-01,425.06887778777735,431.1435496757777,414.1894972631371,420.8900810845702,24683873
2015-07-02,406.66196715681826,414.9842928375557,402.52077419476876,411.35273227467644,19897894
2015-07-03,414.9264401546688,416.4324381305867,409.54400544027766,412.02259741933136,22202514
2015-07-06,406.0872558729264,411.6301599388232,401.8826961576953,405.7044139471185,9370782
2015-07-07,406.22908606440546,413.3142775562349,405.2750151445675,408.82991468829636,21456844
2015-07-08,403.34998533375335,408.74132780766735,398.17960271046445,403.43689066844695,16953080
2015-07-09,410.5793949209299,416.12417390926686,405.9849459262139,413.0584635593529,16023492
2015-07-10,409.63070753153386,417.0984657956013,400.97127796313123,408.45335761483534,11092054
2015-07-13,405.9180026576991,411.6710129126087,402.49651295733685,406.7252230146133,24611154
2015-07-14,407.78516036922366,413.0127811521223,401.86249987354404,411.93242772333565,2231360
2015-07-15,399.9204766400715,408.4362691745018,393.14017358963287,404.5740932889697,24930686
2015-07-16,406.7662333614462,413.01854156070334,402.27581430459696,406.1972036969736,21617905
2015-07-17,419.4081506620642,426.1558224630725,410.3084338056148,414.405287993526,10030112
2015-07-20,402.7673574967514,408.8690946483474,395.29262413526664,404.66168787487544,14469178
2015-07-21,408.86331606449534,416.2229390987238,403.29106294319604,406.02519862008836,5804379
2015-07-22,409.7929068020291,412.28678362063425,404.5282894351835,407.8515981865503,9452840
2015-07-23,418.2247278102913,421.90568057754456,406.1045234998295,412.87932476175985,23081611
2015-07-24,409.37079209332285,416.76949013740864,400.9735151531089,405.4663817425531,10962289
2015-07-27,398.47327477779004,405.6573006807942,395.16776094846966,397.678650094269,11506954
2015-07-28,402.91995421511723,408.57233396030404,397.0441979465158,401.03073254296487,16444640
2015-07-29,407.8750344874624,414.939687207299,398.0253882478373,403.0578506984017,13508917
2015-07-30,403.59384557679255,405.9017429762557,397.99375120486616,404.81413205695657,2799800
2015-07-31,405.0450556975257,414.2595359243603,401.6416579201083,407.16072750464383,10174433
2015-08-03,397.3338437116766,406.11160610780115,396.4768205439339,403.251833535761,21407390
2015-08-04,408.86523810583,410.6594609134598,401.968445680686,404.89863557426696,4728627
2015-08-05,410.5958103675558,412.87380696460116,399.3610121879697,406.9215444240567,14682241
2015-08-06,398.02558666641835,406.40706768776255,393.54899866302395,402.8054226164391,2855327
2015-08-07,415.27557434771677,417.6728140977543,413.04650523467365,414.32026722703864,6953225
2015-08-10,417.0624941564506,420.47413720463805,409.4697822365863,417.5136381235719,22043368
2015-08-11,405.6100162196683,411.7659282248005,405.1186758744225,410.3033644480499,5071487
2015-08-12,420.56750710715795,423.35475876939506,413.77455703685956,414.5903387851632,14422023
2015-08-13,405.27891025747357,413.6312668666508,397.7760689810964,408.7776889304258,10708825
2015-08-14,408.47610263694287,417.73729840482497,407.55084425465026,413.8490949234425,7971165
2015-08-17,422.4884069655968,425.6941038574557,415.77056325626245,421.2896603567143,10632650
2015-08-18,419.3398686120331,425.70653409580734,414.71143336965235,416.356259525541,7978728
2015-08-19,416.69468827076946,430.2200453351243,411.6732186805903,422.62268850658177,10614291
2015-08-20,427.5190183234223,434.0938312691523,420.5471951782981,425.4930208962778,3264123
2015-08-21,431.41255876230036,434.56532749688057,427.56888580478375,430.9950296213336,16337150
2015-08-24,438.23749936796634,450.233039907173,435.9214452838758,443.51625185527354,24306555
2015-08-25,437.8060517117386,443.8687695058416,429.33099947808336,442.1498573444954,20105358
2015-08-26,438.3081739242944,439.83175144662454,433.5975231409866,437.4161821957113,12558423
2015-08-27,429.2040698488713,435.11002532493285,422.14277311168536,431.84231181780683,18694376
2015-08-28,432.42931297886213,439.4979517220463,421.0860431784295,426.81689621293424,3305068
2015-08-31,430.65840177500763,433.104807083094,420.8680632110452,426.5793616660894,23266407
2015-09-01,435.2420096433757,436.2003319283303,424.2613438021987,429.0182351578152,7735642
2015-09-02,427.9483656325596,432.5659933931809,422.1062678157624,431.0562270751044,16040340
2015-09-03,442.816630289535,450.4845114314293,428.82076474590707,436.66329816778745,14094804
2015-09-04,436.10891234006147,442.7098968852535,428.5934239177722,437.0104578815355,17248752
2015-09-07,444.75694628137217,449.3970880568264,436.14437110635583,446.8008080453384,7419951
2015-09-08,439.28833991041546,450.4385906551912,434.4274969729379,445.295155225984,5987422
2015-09-09,457.50959939197395,468.84368664272085,456.65611807187736,463.7315045882815,7656025
2015-09-10,471.05979091696304,477.3970918721905,460.0240104449424,468.3618683992969,8112445
2015-09-11,462.03709889748194,465.1332794617893,461.1033336411322,462.6209868008009,23638003
2015-09-14,451.73048553811014,463.40320511539926,448.99022913672087,455.4672992297223,18105890
2015-09-15,460.6063327915899,463.7743843827344,455.4161722458606,459.036835728115,18585568
2015-09-16,454.37954226508117,464.26871435938074,450.86277063063693,457.7735930813673,12438479
2015-09-17,464.0292067978425,464.6353998350942,460.96394918348653,462.9510158118523,3913894
2015-09-18,464.5446367519645,470.284742282698,456.1974559585632,466.51507400659005,18533481
2015-09-21,470.8113761279625,474.42837818851757,461.4314706883084,466.2853462673249,5243899
2015-09-22,465.07419246694866,470.3417177125061,457.53064187498296,460.64240494438747,10325518
2015-09-23,450.14567077453364,451.52471845223255,446.1616963336081,450.4517473568147,24273285
2015-09-24,445.7013458046956,454.8738916353452,443.83956319015,447.70501679953577,21822529
2015-09-25,451.85404928642635,456.05601388113587,443.43743732364476,453.72485035861087,14800727
2015-09-28,459.6313488076184,466.00354843333764,452.32216728459576,455.45418004909885,12756656
2015-09-29,444.9115678980859,454.4890044773854,440.52764372182804,447.21679854692377,2641627
2015-09-30,444.73098187495873,453.8851192005965,439.04022932066033,448.64686991448025,17773504
2015-10-01,445.88361942356573,458.3164338150788,439.8486848079726,451.50912958151383,18324963
2015-10-02,445.34854933826705,451.8457971562294,441.6948296868707,445.79398953386294,11386415
2015-10-05,446.84975537009933,450.5566198136836,445.47744050141523,447.08941185164787,14867399
2015-10-06,452.32726915989,459.7311031369064,443.0141464676639,447.74803302417877,10612928
2015-10-07,436.65774671391677,443.24619011964944,434.7669051909218,440.34024130411245,15126873
2015-10-08,441.38615749838715,448.2181839342618,435.93105329023507,442.9676680377648,15817258
2015-10-09,451.0949369242171,457.93468963745,438.88995560515644,446.95958984734244,13891504
2015-10-12,458.901468515859,462.66453503117356,445.93030823363006,454.48896769274995,17182921
2015-10-13,460.3466793722533,465.0651101243124,451.588746324962,461.94578217509326,19546699
2015-10-14,452.1217131217741,457.0802687031495,446.344887394421,452.6768213380043,16433704
2015-10-15,443.9449922835224,453.9674766549671,437.91067764101,446.5804525602076,5189948
2015-10-16,456.1418350846759,464.657325090763,447.43493458821973,450.2984710724614,13650919
2015-10-19,448.8444874162158,459.19533806689776,446.20241305418295,454.03900557741906,2048720
2015-10-20,463.7765695516453,470.06902414520454,449.1051775172226,457.8192050704958,17960516
2015-10-21,487.2244977489811,496.07356594831,476.8964468102974,484.55171361956224,20364798
2015-10-22,489.45499002204696,490.8608957273944,481.7601218893321,488.9918342764168,13963149
2015-10-23,490.63779592418814,500.30630620785485,485.92994360721286,497.61446425698045,18576289
2015-10-26,504.6641665629292,512.3412952760364,495.9565846772151,505.0339090821479,8654268
2015-10-27,508.85934395535577,518.7681549230232,499.97714465586546,510.2715494774303,8973648
2015-10-28,502.9999201224302,516.9475078917192,501.9597107017783,508.16461851763864,21846690
2015-10-29,516.6677682394214,521.2594134819311,511.82738005256783,514.2547368547281,22675702
2015-10-30,515.7907010408825,517.1820248677701,500.17556414665614,508.60185428679017,23377600
2015-11-02,508.0463986407043,512.7802977950848,500.8755559100733,507.10031966159846,15624049
2015-11-03,506.95787802125517,509.6873175457884,497.04190126434133,503.71265969955203,8299633
2015-11-04,498.1002721091003,507.9301386611782,495.62425421301464,504.6335029030352,11821646
2015-11-05,521.166633042285,530.645610659482,515.7955133899354,522.4570969126515,8004475
2015-11-06,502.28880750021193,509.3744031262297,493.4631636969473,508.13708189548623,21319538
2015-11-09,515.410882069883,524.0306358923906,510.6116249535127,513.6726779029926,11974890
2015-11-10,508.15244471882113,512.789697901892,495.3058251408068,501.55476030597475,15797414
2015-11-11,500.7236386053606,506.89516495198586,490.8284079601666,498.3051980547568,13491908
2015-11-12,500.3100565659953,508.1135541845268,493.87330443432455,506.74362731699466,14037458
2015-11-13,505.32341065170715,511.29702955461613,499.9959752821991,507.5362758439915,23932974
2015-11-16,500.39527630966074,501.74850399292797,492.9003850955972,499.63587904598967,21201739
2015-11-17,493.13865950061455,504.104914804063,485.5424549906081,494.5747896100029,14988963
2015-11-18,504.91700466939056,513.1663242193433,493.70006108942073,499.9132131892509,9619709
2015-11-19,499.40673781668374,504.2674747489907,485.0218601149191,494.73636217214556,16139454
2015-11-20,498.30574425213433,500.9210762473093,493.9961686715148,496.63955301700935,11925451
2015-11-23,495.3892347113754,506.5938352874139,487.0904509571909,497.2770284218194,11276497
2015-11-24,489.0985231654376,496.4336917399188,479.72455265417983,492.71500637023183,7646319
2015-11-25,502.839340968307,510.9212324872591,499.0279571276533,508.8559367584942,14182826
2015-11-26,511.7623751123012,520.0137138777495,509.0524840480236,513.9998521895092,8826017
2015-11-27,497.3953958458352,508.13554428990165,495.1385903270489,498.6944072477525,14092143
2015-11-30,503.0277722103238,503.5674080899826,495.07259110258497,500.3883797518421,19456736
2015-12-01,498.07345501783925,500.82499807755397,487.74123426474904,495.7213589269859,15050513
2015-12-02,495.87855305686475,511.8169752625664,492.90691447922165,502.35733290913976,7727288
2015-12-03,495.12611872160096,498.798051806574,491.8060745292622,496.68681824237177,22326508
2015-12-04,491.3936375568921,497.69362519104374,483.8650663709948,496.1300091625875,10637400
2015-12-07,495.0360552055922,506.10475427490064,493.632502923865,500.18577731829856,8920215
2015-12-08,511.9595490102887,520.8548628860342,497.84720950036126,506.9814653061396,23600476
2015-12-09,491.3117793918407,503.17173441508766,490.6588636480438,498.1577337165608,3063205
2015-12-10,494.7546578674994,505.8250329314347,492.9461853267764,495.957112693212,19612704
2015-12-11,487.8169046114462,499.57232695618393,484.43636968977347,492.72139938266946,22720649
2015-12-14,493.74393106649154,494.93258167926797,487.1320741451036,488.1883928163292,9437307
2015-12-15,502.2674393944401,512.2443846318747,498.26253033051734,501.409419874323,10527574
2015-12-16,500.68857159966603,509.1728020659881,492.48663336176133,504.7561901975373,9386105
2015-12-17,495.5485417265749,498.7501064924788,489.764993643223,495.5124591955854,24726922
2015-12-18,506.12252032125787,511.99339199169606,493.2621625698762,502.63194712991015,16442263
2015-12-21,526.0654619818143,529.6331560074367,512.396728595293,518.9334788194622,8858839
2015-12-22,522.859440816046,528.6749938189067,519.7695806636635,527.2815507480245,7405126
2015-12-23,521.5541215781886,522.0898299059463,509.0548790142155,515.5808834013502,11356913
2015-12-24,518.8181088488972,523.7687146714547,505.116411986268,512.1453044654697,4219540
2015-12-25,528.7086903336991,537.6440813391512,517.6483593193987,522.1852305916123,17969427
2015-12-28,519.0556195762342,525.2188800479424,515.1833411422449,516.9555235836655,12689268
2015-12-29,522.7351770345358,533.1820074934109,510.7638373879164,520.7072204706246,11013678
2015-12-30,525.5395648053607,530.4696549959003,518.8777928347047,527.0700079755533,9579375
2015-12-31,523.9957365271653,527.3119201699051,511.22032597369537,520.0578912146269,5581870
2016-01-01,520.3936745216816,522.4935877598692,516.3763174516386,519.9055764821462,4529195
2016-01-04,497.57486252226545,499.62348181493235,486.0356402639342,494.94022535346505,17312615
2016-01-05,486.5854432111701,490.76191802230755,482.99996412626757,487.63202973790766,13972327
2016-01-06,489.45295877147396,497.3155119440865,478.99867402168417,486.0772041510854,9774449
2016-01-07,481.91689207989225,490.6922994249239,469.5294523003713,477.2710660664328,11726853
2016-01-08,484.0546010824172,498.79726774704295,482.9851785739279,489.2439689553679,22289601
2016-01-11,483.826816126595,486.4460142541736,469.6299578084686,479.0421946779298,20815947
2016-01-12,476.74325895612327,485.20290283119516,470.6049212945058,476.16762184478785,23625209
2016-01-13,482.3233110305087,485.8138108904735,468.0355606000993,477.3871388643687,15728131
2016-01-14,486.98851995349145,489.52849057898743,481.723330546788,487.99425112452093,24491916
2016-01-15,476.0429115587988,486.1523116746536,471.05393432615176,477.7766605474528,18969743
2016-01-18,492.45587160760954,498.9001526193329,479.64399936530475,486.39931394139785,2212736
2016-01-19,483.1321450179657,488.77610165669904,474.68268257584236,486.7658138376544,16869732
2016-01-20,484.8469365113951,489.2914284479249,473.7254501663189,479.8914004662161,17921841
2016-01-21,483.2739432164194,486.6281573598257,479.781320427421,483.5057275578634,2478739
2016-01-22,485.44471851537696,492.7259508421048,482.7480760606895,485.2395285384336,9982529
2016-01-25,478.39720475250215,485.78826588827064,473.65354314491276,481.16193793815654,10631331
2016-01-26,483.0105170559316,492.57234731116665,477.7165308152069,481.95442669820824,4028366
2016-01-27,476.9439285031152,480.43621401621255,469.22302237621125,479.45804544910914,23628523
2016-01-28,473.9198322999409,484.2842153713203,467.0286949773628,480.56212234355957,20728124
2016-01-29,482.30169918909354,490.5554246367712,474.1392332338823,485.6233834502148,11198769
2016-02-01,490.1010434354785,502.7208908128108,482.62044087882555,497.46786026726664,17684191
2016-02-02,495.5404557555999,499.01061685823095,480.8465585012819,488.52973956932124,23779770
2016-02-03,511.5020468524433,519.100698620447,499.34325728275076,504.4536109982653,7308435
2016-02-04,488.44404644323276,498.61885184917816,483.89716299693225,489.9852170730425,16401597
2016-02-05,492.5149428362077,501.79179016274844,488.16279312980055,489.1636214121944,14854513
2016-02-08,491.48976262744986,501.8207914625753,483.48626582239655,493.77387021398823,18967917
2016-02-09,498.6979740958203,507.2561418727698,492.2773014409418,496.15133116656943,7645916
2016-02-10,496.3211738000678,502.00919348071056,489.6152922444553,491.8147240301328,3474542
2016-02-11,497.1494650157803,505.4478223894837,485.9849228777955,490.574449057691,22293210
2016-02-12,485.78236871699903,490.5379411384984,478.42037063118477,487.2409887985479,20976388
2016-02-15,487.3328010150461,491.5097774704512,475.97192583977477,483.2258933877793,4331770
2016-02-16,486.23551182719046,493.11224663457494,476.873439929311,489.67407490916867,14227486
2016-02-17,499.83618436636925,504.7747454957933,485.59711162326846,492.59019777138695,20700629
2016-02-18,480.8265415805999,490.90033493143477,478.01248977363224,487.7659447715427,2902562
2016-02-19,496.17680335719115,505.73843669884906,485.1942866959642,494.64051708576153,12291654
2016-02-22,499.59661751774814,503.06584037651027,489.3447073760794,497.2173433046122,13259077
2016-02-23,506.41908021436495,507.8688801659728,500.26386930460956,503.57821085862594,6407577
2016-02-24,502.8438277726965,514.2362136707962,500.2644298628232,508.63636827095434,23259264
2016-02-25,509.22906662862084,510.2907493932672,496.9125230721299,502.61669491686473,18675538
2016-02-26,493.92515141668486,500.24103370257495,490.59778138168133,498.69491978913146,21136419
2016-02-29,506.442392476507,509.0598885248051,498.2118616451754,504.58420960799305,18483539
2016-03-01,505.2677561629106,514.5114165884015,496.6975821630397,509.50670810303734,5469398
2016-03-02,506.7050895613137,514.3576646533135,500.4041308907994,509.65266959287743,12211992
2016-03-03,511.5674123201077,519.8518093658938,506.2676105296188,510.85540440642814,7256029
2016-03-04,519.6582991655386,528.792791843467,518.6257445455814,520.9524479045804,4258618
2016-03-07,511.37605600530367,521.3437805407385,501.81652910898623,516.6423109264581,16048028
2016-03-08,516.0469407077013,525.0178491888224,510.7009461209224,521.1921011426565,11388817
2016-03-09,518.6473432870475,523.5702774972694,511.51567043465417,519.9240982029777,9847058
2016-03-10,522.5407201302402,530.7476959059161,513.1756227663058,518.5383871126447,12742720
2016-03-11,533.6924272458441,534.7541420015964,517.088208689508,527.3958797943045,9239976
2016-03-14,527.5768392771178,534.9065246235717,520.1630561092695,534.2421350457482,6852858
2016-03-15,539.3466611443512,549.8015669993714,536.9613977324627,541.0818471990348,13801269
2016-03-16,545.3821014097015,557.558391496764,540.2145476120028,552.002059574168,9667143
2016-03-17,544.494589605658,554.433623030813,538.2661526742236,552.5071732675164,12201486
2016-03-18,561.1999863268886,564.2729786994123,550.3504248896897,558.4904361985502,10649649
2016-03-21,557.9358674848854,568.3790739904553,548.2515917028887,556.2263152168525,24222054
2016-03-22,553.6108534275726,568.9570673247773,546.56832947941,559.2646988424116,8652437
2016-03-23,554.048457629369,566.5989984865561,551.7634750756083,558.5084914201065,5301777
2016-03-24,551.6593954118641,565.3435751497823,550.764080308769,559.6561925661873,6296271
2016-03-25,570.6654729312478,576.8778222403174,558.3973387565031,564.9882360042527,2393345
2016-03-28,566.3448695498375,577.4053844625646,551.398357588924,558.3929530386212,11759011
2016-03-29,569.9515707911626,587.4039023300691,567.7199053195665,576.2536034570008,22230419
2016-03-30,563.328653212297,570.7942310429291,556.6313521351921,567.9035385006314,21123087
2016-03-31,564.0672333973208,573.3241332962418,552.5945873647785,557.9011504795919,10161090
